obs,ID,Bin,Bin.Normal,Phase,Rate,Group
1684,P063,8,10,A-2,20,exptl1
1685,P063,7,11,A-2,9,exptl1
1686,P063,6,12,A-2,12,exptl1
1687,P063,5,13,A-2,2,exptl1
1688,P063,4,14,A-2,0,exptl1
1689,P063,3,15,A-2,5,exptl1
1690,P063,2,16,A-2,15,exptl1
1691,P063,1,17,A-2,5,exptl1
1692,P063,0,18,A-2,0,exptl1
1693,P063,0,19,C-3,26,exptl1
1694,P063,1,20,C-3,16,exptl1
1695,P063,2,21,C-3,0,exptl1
1696,P063,3,22,C-3,10,exptl1
1697,P063,4,23,C-3,11,exptl1
1698,P063,5,24,C-3,0,exptl1
1699,P063,6,25,C-3,0,exptl1
1700,P063,7,26,C-3,0,exptl1
1701,P063,8,27,C-3,0,exptl1
1702,P064,-8,1,B-1,17,exptl1
1703,P064,-7,2,B-1,16,exptl1
1704,P064,-6,3,B-1,12,exptl1
1705,P064,-5,4,B-1,12,exptl1
1706,P064,-4,5,B-1,7,exptl1
1707,P064,-3,6,B-1,23,exptl1
1708,P064,-2,7,B-1,17,exptl1
1709,P064,-1,8,B-1,20,exptl1
1710,P064,0,9,B-1,22,exptl1
1711,P064,8,10,A-2,15,exptl1
1712,P064,7,11,A-2,5,exptl1
1713,P064,6,12,A-2,15,exptl1
1714,P064,5,13,A-2,11,exptl1
1715,P064,4,14,A-2,8,exptl1
1716,P064,3,15,A-2,5,exptl1
1717,P064,2,16,A-2,8,exptl1
1718,P064,1,17,A-2,8,exptl1
1719,P064,0,18,A-2,10,exptl1
1720,P064,0,19,C-3,14,exptl1
1721,P064,1,20,C-3,8,exptl1
1722,P064,2,21,C-3,10,exptl1
1723,P064,3,22,C-3,9,exptl1
1724,P064,4,23,C-3,7,exptl1
1725,P064,5,24,C-3,7,exptl1
1726,P064,6,25,C-3,3,exptl1
1727,P064,7,26,C-3,3,exptl1
1728,P064,8,27,C-3,7,exptl1
1729,P065,-8,1,B-1,4,exptl1
1730,P065,-7,2,B-1,30,exptl1
1731,P065,-6,3,B-1,42,exptl1
1732,P065,-5,4,B-1,23,exptl1
1733,P065,-4,5,B-1,23,exptl1
1734,P065,-3,6,B-1,21,exptl1
1735,P065,-2,7,B-1,20,exptl1
1736,P065,-1,8,B-1,38,exptl1
1737,P065,0,9,B-1,45,exptl1
1738,P065,8,10,A-2,11,exptl1
1739,P065,7,11,A-2,10,exptl1
1740,P065,6,12,A-2,11,exptl1
1741,P065,5,13,A-2,23,exptl1
1742,P065,4,14,A-2,9,exptl1
1743,P065,3,15,A-2,33,exptl1
1744,P065,2,16,A-2,25,exptl1
1745,P065,1,17,A-2,11,exptl1
1746,P065,0,18,A-2,4,exptl1
1747,P065,0,19,C-3,4,exptl1
1748,P065,1,20,C-3,2,exptl1
1749,P065,2,21,C-3,11,exptl1
1750,P065,3,22,C-3,9,exptl1
1751,P065,4,23,C-3,5,exptl1
1752,P065,5,24,C-3,19,exptl1
1753,P065,6,25,C-3,0,exptl1
1754,P065,7,26,C-3,0,exptl1
1755,P065,8,27,C-3,3,exptl1
1756,P066,-8,1,B-1,12,exptl1
1757,P066,-7,2,B-1,9,exptl1
1758,P066,-6,3,B-1,14,exptl1
1759,P066,-5,4,B-1,12,exptl1
1760,P066,-4,5,B-1,17,exptl1
1761,P066,-3,6,B-1,16,exptl1
1762,P066,-2,7,B-1,16,exptl1
1763,P066,-1,8,B-1,17,exptl1
1764,P066,0,9,B-1,11,exptl1
1765,P066,8,10,A-2,6,exptl1
1766,P066,7,11,A-2,4,exptl1
1767,P066,6,12,A-2,3,exptl1
1768,P066,5,13,A-2,1,exptl1
1769,P066,4,14,A-2,7,exptl1
1770,P066,3,15,A-2,0,exptl1
1771,P066,2,16,A-2,2,exptl1
1772,P066,1,17,A-2,1,exptl1
1773,P066,0,18,A-2,2,exptl1
1774,P066,0,19,C-3,6,exptl1
1775,P066,1,20,C-3,0,exptl1
1776,P066,2,21,C-3,0,exptl1
1777,P066,3,22,C-3,0,exptl1
1778,P066,4,23,C-3,0,exptl1
1779,P066,5,24,C-3,0,exptl1
1780,P066,6,25,C-3,13,exptl1
1781,P066,7,26,C-3,0,exptl1
1782,P066,8,27,C-3,0,exptl1
1783,P067,-8,1,B-1,8,exptl1
1784,P067,-7,2,B-1,26,exptl1
1785,P067,-6,3,B-1,18,exptl1
1786,P067,-5,4,B-1,29,exptl1
1787,P067,-4,5,B-1,40,exptl1
1788,P067,-3,6,B-1,16,exptl1
1789,P067,-2,7,B-1,40,exptl1
1790,P067,-1,8,B-1,39,exptl1
1791,P067,0,9,B-1,49,exptl1
1792,P067,8,10,A-2,21,exptl1
1793,P067,7,11,A-2,8,exptl1
1794,P067,6,12,A-2,11,exptl1
1795,P067,5,13,A-2,16,exptl1
1796,P067,4,14,A-2,0,exptl1
1797,P067,3,15,A-2,23,exptl1
1798,P067,2,16,A-2,6,exptl1
1799,P067,1,17,A-2,0,exptl1
1800,P067,0,18,A-2,0,exptl1
1801,P067,0,19,C-3,40,exptl1
1802,P067,1,20,C-3,2,exptl1
1803,P067,2,21,C-3,0,exptl1
1804,P067,3,22,C-3,7,exptl1
1805,P067,4,23,C-3,8,exptl1
1806,P067,5,24,C-3,0,exptl1
1807,P067,6,25,C-3,29,exptl1
1808,P067,7,26,C-3,0,exptl1
1809,P067,8,27,C-3,11,exptl1
1810,P068,-8,1,B-1,18,exptl1
1811,P068,-7,2,B-1,20,exptl1
1812,P068,-6,3,B-1,28,exptl1
1813,P068,-5,4,B-1,31,exptl1
1814,P068,-4,5,B-1,46,exptl1
1815,P068,-3,6,B-1,38,exptl1
1816,P068,-2,7,B-1,30,exptl1
1817,P068,-1,8,B-1,38,exptl1
1818,P068,0,9,B-1,48,exptl1
1819,P068,8,10,A-2,17,exptl1
1820,P068,7,11,A-2,5,exptl1
1821,P068,6,12,A-2,10,exptl1
1822,P068,5,13,A-2,10,exptl1
1823,P068,4,14,A-2,9,exptl1
1824,P068,3,15,A-2,0,exptl1
1825,P068,2,16,A-2,0,exptl1
1826,P068,1,17,A-2,9,exptl1
1827,P068,0,18,A-2,0,exptl1
1828,P068,0,19,C-3,6,exptl1
1829,P068,1,20,C-3,0,exptl1
1830,P068,2,21,C-3,0,exptl1
1831,P068,3,22,C-3,14,exptl1
1832,P068,4,23,C-3,0,exptl1
1833,P068,5,24,C-3,9,exptl1
1834,P068,6,25,C-3,0,exptl1
1835,P068,7,26,C-3,0,exptl1
1836,P068,8,27,C-3,0,exptl1
1837,P069,-8,1,B-1,18,exptl1
1838,P069,-7,2,B-1,28,exptl1
1839,P069,-6,3,B-1,29,exptl1
1840,P069,-5,4,B-1,42,exptl1
1841,P069,-4,5,B-1,27,exptl1
1842,P069,-3,6,B-1,30,exptl1
1843,P069,-2,7,B-1,32,exptl1
1844,P069,-1,8,B-1,27,exptl1
1845,P069,0,9,B-1,36,exptl1
1846,P069,8,10,A-2,21,exptl1
1847,P069,7,11,A-2,13,exptl1
1848,P069,6,12,A-2,18,exptl1
1849,P069,5,13,A-2,8,exptl1
1850,P069,4,14,A-2,25,exptl1
1851,P069,3,15,A-2,0,exptl1
1852,P069,2,16,A-2,12,exptl1
1853,P069,1,17,A-2,11,exptl1
1854,P069,0,18,A-2,0,exptl1
1855,P069,0,19,C-3,16,exptl1
1856,P069,1,20,C-3,2,exptl1
1857,P069,2,21,C-3,16,exptl1
1858,P069,3,22,C-3,0,exptl1
1859,P069,4,23,C-3,0,exptl1
1860,P069,5,24,C-3,0,exptl1
1861,P069,6,25,C-3,0,exptl1
1862,P069,7,26,C-3,0,exptl1
1863,P069,8,27,C-3,0,exptl1
1864,P070,-8,1,B-1,10,exptl1
1865,P070,-7,2,B-1,11,exptl1
1866,P070,-6,3,B-1,20,exptl1
1867,P070,-5,4,B-1,14,exptl1
1868,P070,-4,5,B-1,35,exptl1
1869,P070,-3,6,B-1,40,exptl1
1870,P070,-2,7,B-1,44,exptl1
1871,P070,-1,8,B-1,50,exptl1
1872,P070,0,9,B-1,49,exptl1
1873,P070,8,10,A-2,22,exptl1
1874,P070,7,11,A-2,21,exptl1
1875,P070,6,12,A-2,28,exptl1
1876,P070,5,13,A-2,24,exptl1
1877,P070,4,14,A-2,19,exptl1
1878,P070,3,15,A-2,13,exptl1
1879,P070,2,16,A-2,25,exptl1
1880,P070,1,17,A-2,19,exptl1
1881,P070,0,18,A-2,22,exptl1
1882,P070,0,19,C-3,23,exptl1
1883,P070,1,20,C-3,21,exptl1
1884,P070,2,21,C-3,15,exptl1
1885,P070,3,22,C-3,21,exptl1
1886,P070,4,23,C-3,19,exptl1
1887,P070,5,24,C-3,16,exptl1
1888,P070,6,25,C-3,25,exptl1
1889,P070,7,26,C-3,18,exptl1
1890,P070,8,27,C-3,6,exptl1
1891,P071,-8,1,B-1,6,exptl1
1892,P071,-7,2,B-1,11,exptl1
1893,P071,-6,3,B-1,13,exptl1
1894,P071,-5,4,B-1,14,exptl1
1895,P071,-4,5,B-1,12,exptl1
1896,P071,-3,6,B-1,14,exptl1
1897,P071,-2,7,B-1,13,exptl1
1898,P071,-1,8,B-1,13,exptl1
1899,P071,0,9,B-1,12,exptl1
1900,P071,8,10,A-2,8,exptl1
1901,P071,7,11,A-2,4,exptl1
1902,P071,6,12,A-2,5,exptl1
1903,P071,5,13,A-2,4,exptl1
1904,P071,4,14,A-2,7,exptl1
1905,P071,3,15,A-2,0,exptl1
1906,P071,2,16,A-2,0,exptl1
1907,P071,1,17,A-2,2,exptl1
1908,P071,0,18,A-2,0,exptl1
1909,P071,0,19,C-3,0,exptl1
1910,P071,1,20,C-3,0,exptl1
1911,P071,2,21,C-3,0,exptl1
1912,P071,3,22,C-3,0,exptl1
1913,P071,4,23,C-3,0,exptl1
1914,P071,5,24,C-3,0,exptl1
1915,P071,6,25,C-3,0,exptl1
1916,P071,7,26,C-3,0,exptl1
1917,P071,8,27,C-3,0,exptl1
1918,P072,-8,1,B-1,25,exptl1
1919,P072,-7,2,B-1,27,exptl1
1920,P072,-6,3,B-1,22,exptl1
1921,P072,-5,4,B-1,23,exptl1
1922,P072,-4,5,B-1,22,exptl1
1923,P072,-3,6,B-1,19,exptl1
1924,P072,-2,7,B-1,21,exptl1
1925,P072,-1,8,B-1,25,exptl1
1926,P072,0,9,B-1,15,exptl1
1927,P072,8,10,A-2,7,exptl1
1928,P072,7,11,A-2,6,exptl1
1929,P072,6,12,A-2,3,exptl1
1930,P072,5,13,A-2,4,exptl1
1931,P072,4,14,A-2,2,exptl1
1932,P072,3,15,A-2,7,exptl1
1933,P072,2,16,A-2,3,exptl1
1934,P072,1,17,A-2,7,exptl1
1935,P072,0,18,A-2,10,exptl1
1936,P072,0,19,C-3,12,exptl1
1937,P072,1,20,C-3,4,exptl1
1938,P072,2,21,C-3,4,exptl1
1939,P072,3,22,C-3,0,exptl1
1940,P072,4,23,C-3,0,exptl1
1941,P072,5,24,C-3,0,exptl1
1942,P072,6,25,C-3,0,exptl1
1943,P072,7,26,C-3,12,exptl1
1944,P072,8,27,C-3,0,exptl1
1945,P073,-8,1,B-1,18,exptl1
1946,P073,-7,2,B-1,17,exptl1
1947,P073,-6,3,B-1,14,exptl1
1948,P073,-5,4,B-1,30,exptl1
1949,P073,-4,5,B-1,39,exptl1
1950,P073,-3,6,B-1,32,exptl1
1951,P073,-2,7,B-1,30,exptl1
1952,P073,-1,8,B-1,21,exptl1
1953,P073,0,9,B-1,35,exptl1
1954,P073,8,10,A-2,19,exptl1
1955,P073,7,11,A-2,2,exptl1
1956,P073,6,12,A-2,7,exptl1
1957,P073,5,13,A-2,0,exptl1
1958,P073,4,14,A-2,3,exptl1
1959,P073,3,15,A-2,3,exptl1
1960,P073,2,16,A-2,5,exptl1
1961,P073,1,17,A-2,1,exptl1
1962,P073,0,18,A-2,10,exptl1
1963,P073,0,19,C-3,0,exptl1
1964,P073,1,20,C-3,0,exptl1
1965,P073,2,21,C-3,6,exptl1
1966,P073,3,22,C-3,7,exptl1
1967,P073,4,23,C-3,0,exptl1
1968,P073,5,24,C-3,0,exptl1
1969,P073,6,25,C-3,0,exptl1
1970,P073,7,26,C-3,0,exptl1
1971,P073,8,27,C-3,0,exptl1
1972,P074,-8,1,B-1,11,exptl1
1973,P074,-7,2,B-1,24,exptl1
1974,P074,-6,3,B-1,34,exptl1
1975,P074,-5,4,B-1,29,exptl1
1976,P074,-4,5,B-1,43,exptl1
1977,P074,-3,6,B-1,26,exptl1
1978,P074,-2,7,B-1,31,exptl1
1979,P074,-1,8,B-1,34,exptl1
1980,P074,0,9,B-1,23,exptl1
1981,P074,8,10,A-2,23,exptl1
1982,P074,7,11,A-2,17,exptl1
1983,P074,6,12,A-2,22,exptl1
1984,P074,5,13,A-2,15,exptl1
1985,P074,4,14,A-2,0,exptl1
1986,P074,3,15,A-2,13,exptl1
1987,P074,2,16,A-2,6,exptl1
1988,P074,1,17,A-2,15,exptl1
1989,P074,0,18,A-2,3,exptl1
1990,P074,0,19,C-3,24,exptl1
1991,P074,1,20,C-3,0,exptl1
1992,P074,2,21,C-3,13,exptl1
1993,P074,3,22,C-3,15,exptl1
1994,P074,4,23,C-3,0,exptl1
1995,P074,5,24,C-3,0,exptl1
1996,P074,6,25,C-3,0,exptl1
1997,P074,7,26,C-3,0,exptl1
1998,P074,8,27,C-3,13,exptl1
1999,P075,-8,1,B-1,8,exptl1
2000,P075,-7,2,B-1,28,exptl1
2001,P075,-6,3,B-1,34,exptl1
2002,P075,-5,4,B-1,29,exptl1
2003,P075,-4,5,B-1,35,exptl1
2004,P075,-3,6,B-1,33,exptl1
2005,P075,-2,7,B-1,37,exptl1
2006,P075,-1,8,B-1,38,exptl1
2007,P075,0,9,B-1,35,exptl1
2008,P075,8,10,A-2,17,exptl1
2009,P075,7,11,A-2,15,exptl1
2010,P075,6,12,A-2,0,exptl1
2011,P075,5,13,A-2,0,exptl1
2012,P075,4,14,A-2,0,exptl1
2013,P075,3,15,A-2,29,exptl1
2014,P075,2,16,A-2,13,exptl1
2015,P075,1,17,A-2,0,exptl1
2016,P075,0,18,A-2,12,exptl1
2017,P075,0,19,C-3,14,exptl1
2018,P075,1,20,C-3,15,exptl1
2019,P075,2,21,C-3,2,exptl1
2020,P075,3,22,C-3,18,exptl1
2021,P075,4,23,C-3,11,exptl1
2022,P075,5,24,C-3,0,exptl1
2023,P075,6,25,C-3,1,exptl1
2024,P075,7,26,C-3,33,exptl1
2025,P075,8,27,C-3,27,exptl1
2026,P076,-8,1,B-1,15,exptl1
2027,P076,-7,2,B-1,17,exptl1
2028,P076,-6,3,B-1,15,exptl1
2029,P076,-5,4,B-1,23,exptl1
2030,P076,-4,5,B-1,20,exptl1
2031,P076,-3,6,B-1,19,exptl1
2032,P076,-2,7,B-1,10,exptl1
2033,P076,-1,8,B-1,13,exptl1
2034,P076,0,9,B-1,20,exptl1
2035,P076,8,10,A-2,16,exptl1
2036,P076,7,11,A-2,5,exptl1
2037,P076,6,12,A-2,0,exptl1
2038,P076,5,13,A-2,0,exptl1
2039,P076,4,14,A-2,4,exptl1
2040,P076,3,15,A-2,2,exptl1
2041,P076,2,16,A-2,0,exptl1
2042,P076,1,17,A-2,0,exptl1
2043,P076,0,18,A-2,0,exptl1
2044,P076,0,19,C-3,0,exptl1
2045,P076,1,20,C-3,0,exptl1
2046,P076,2,21,C-3,0,exptl1
2047,P076,3,22,C-3,0,exptl1
2048,P076,4,23,C-3,8,exptl1
2049,P076,5,24,C-3,0,exptl1
2050,P076,6,25,C-3,0,exptl1
2051,P076,7,26,C-3,0,exptl1
2052,P076,8,27,C-3,0,exptl1
2053,P077,-8,1,B-1,21,exptl1
2054,P077,-7,2,B-1,18,exptl1
2055,P077,-6,3,B-1,24,exptl1
2056,P077,-5,4,B-1,17,exptl1
2057,P077,-4,5,B-1,21,exptl1
2058,P077,-3,6,B-1,18,exptl1
2059,P077,-2,7,B-1,25,exptl1
2060,P077,-1,8,B-1,28,exptl1
2061,P077,0,9,B-1,32,exptl1
2062,P077,8,10,A-2,5,exptl1
2063,P077,7,11,A-2,8,exptl1
2064,P077,6,12,A-2,9,exptl1
2065,P077,5,13,A-2,9,exptl1
2066,P077,4,14,A-2,8,exptl1
2067,P077,3,15,A-2,8,exptl1
2068,P077,2,16,A-2,4,exptl1
2069,P077,1,17,A-2,8,exptl1
2070,P077,0,18,A-2,12,exptl1
2071,P077,0,19,C-3,12,exptl1
2072,P077,1,20,C-3,7,exptl1
2073,P077,2,21,C-3,9,exptl1
2074,P077,3,22,C-3,11,exptl1
2075,P077,4,23,C-3,8,exptl1
2076,P077,5,24,C-3,10,exptl1
2077,P077,6,25,C-3,6,exptl1
2078,P077,7,26,C-3,13,exptl1
2079,P077,8,27,C-3,7,exptl1
2080,P078,-8,1,B-1,16,exptl1
2081,P078,-7,2,B-1,15,exptl1
2082,P078,-6,3,B-1,15,exptl1
2083,P078,-5,4,B-1,25,exptl1
2084,P078,-4,5,B-1,26,exptl1
2085,P078,-3,6,B-1,23,exptl1
2086,P078,-2,7,B-1,23,exptl1
2087,P078,-1,8,B-1,24,exptl1
2088,P078,0,9,B-1,17,exptl1
2089,P078,8,10,A-2,17,exptl1
2090,P078,7,11,A-2,11,exptl1
2091,P078,6,12,A-2,7,exptl1
2092,P078,5,13,A-2,0,exptl1
2093,P078,4,14,A-2,7,exptl1
2094,P078,3,15,A-2,12,exptl1
2095,P078,2,16,A-2,7,exptl1
2096,P078,1,17,A-2,0,exptl1
2097,P078,0,18,A-2,9,exptl1
2098,P078,0,19,C-3,4,exptl1
2099,P078,1,20,C-3,7,exptl1
2100,P078,2,21,C-3,8,exptl1
2101,P078,3,22,C-3,0,exptl1
2102,P078,4,23,C-3,6,exptl1
2103,P078,5,24,C-3,0,exptl1
2104,P078,6,25,C-3,0,exptl1
2105,P078,7,26,C-3,0,exptl1
2106,P078,8,27,C-3,0,exptl1
2107,P079,-8,1,B-1,22,exptl1
2108,P079,-7,2,B-1,18,exptl1
2109,P079,-6,3,B-1,20,exptl1
2110,P079,-5,4,B-1,18,exptl1
2111,P079,-4,5,B-1,12,exptl1
2112,P079,-3,6,B-1,23,exptl1
2113,P079,-2,7,B-1,28,exptl1
2114,P079,-1,8,B-1,26,exptl1
2115,P079,0,9,B-1,27,exptl1
2116,P079,8,10,A-2,24,exptl1
2117,P079,7,11,A-2,13,exptl1
2118,P079,6,12,A-2,12,exptl1
2119,P079,5,13,A-2,9,exptl1
2120,P079,4,14,A-2,0,exptl1
2121,P079,3,15,A-2,0,exptl1
2122,P079,2,16,A-2,14,exptl1
2123,P079,1,17,A-2,15,exptl1
2124,P079,0,18,A-2,0,exptl1
2125,P079,0,19,C-3,12,exptl1
2126,P079,1,20,C-3,0,exptl1
2127,P079,2,21,C-3,0,exptl1
2128,P079,3,22,C-3,0,exptl1
2129,P079,4,23,C-3,12,exptl1
2130,P079,5,24,C-3,0,exptl1
2131,P079,6,25,C-3,0,exptl1
2132,P079,7,26,C-3,0,exptl1
2133,P079,8,27,C-3,0,exptl1
2134,P080,-8,1,B-1,15,exptl1
2135,P080,-7,2,B-1,22,exptl1
2136,P080,-6,3,B-1,27,exptl1
2137,P080,-5,4,B-1,36,exptl1
2138,P080,-4,5,B-1,37,exptl1
2139,P080,-3,6,B-1,48,exptl1
2140,P080,-2,7,B-1,37,exptl1
2141,P080,-1,8,B-1,46,exptl1
2142,P080,0,9,B-1,48,exptl1
2143,P080,8,10,A-2,14,exptl1
2144,P080,7,11,A-2,24,exptl1
2145,P080,6,12,A-2,6,exptl1
2146,P080,5,13,A-2,18,exptl1
2147,P080,4,14,A-2,0,exptl1
2148,P080,3,15,A-2,5,exptl1
2149,P080,2,16,A-2,0,exptl1
2150,P080,1,17,A-2,7,exptl1
2151,P080,0,18,A-2,0,exptl1
2152,P080,0,19,C-3,13,exptl1
2153,P080,1,20,C-3,18,exptl1
2154,P080,2,21,C-3,11,exptl1
2155,P080,3,22,C-3,3,exptl1
2156,P080,4,23,C-3,5,exptl1
2157,P080,5,24,C-3,21,exptl1
2158,P080,6,25,C-3,4,exptl1
2159,P080,7,26,C-3,11,exptl1
2160,P080,8,27,C-3,8,exptl1
2161,P081,-8,1,B-1,17,exptl1
2162,P081,-7,2,B-1,34,exptl1
2163,P081,-6,3,B-1,24,exptl1
2164,P081,-5,4,B-1,50,exptl1
2165,P081,-4,5,B-1,50,exptl1
2166,P081,-3,6,B-1,43,exptl1
2167,P081,-2,7,B-1,54,exptl1
2168,P081,-1,8,B-1,55,exptl1
2169,P081,0,9,B-1,49,exptl1
2170,P081,8,10,A-2,18,exptl1
2171,P081,7,11,A-2,7,exptl1
2172,P081,6,12,A-2,8,exptl1
2173,P081,5,13,A-2,2,exptl1
2174,P081,4,14,A-2,0,exptl1
2175,P081,3,15,A-2,0,exptl1
2176,P081,2,16,A-2,1,exptl1
2177,P081,1,17,A-2,0,exptl1
2178,P081,0,18,A-2,2,exptl1
2179,P081,0,19,C-3,15,exptl1
2180,P081,1,20,C-3,13,exptl1
2181,P081,2,21,C-3,0,exptl1
2182,P081,3,22,C-3,0,exptl1
2183,P081,4,23,C-3,9,exptl1
2184,P081,5,24,C-3,1,exptl1
2185,P081,6,25,C-3,0,exptl1
2186,P081,7,26,C-3,1,exptl1
2187,P081,8,27,C-3,6,exptl1
2188,P082,-8,1,B-1,39,exptl1
2189,P082,-7,2,B-1,41,exptl1
2190,P082,-6,3,B-1,46,exptl1
2191,P082,-5,4,B-1,49,exptl1
2192,P082,-4,5,B-1,44,exptl1
2193,P082,-3,6,B-1,52,exptl1
2194,P082,-2,7,B-1,45,exptl1
2195,P082,-1,8,B-1,45,exptl1
2196,P082,0,9,B-1,48,exptl1
2197,P082,8,10,A-2,22,exptl1
2198,P082,7,11,A-2,17,exptl1
2199,P082,6,12,A-2,0,exptl1
2200,P082,5,13,A-2,0,exptl1
2201,P082,4,14,A-2,0,exptl1
2202,P082,3,15,A-2,4,exptl1
2203,P082,2,16,A-2,23,exptl1
2204,P082,1,17,A-2,0,exptl1
2205,P082,0,18,A-2,0,exptl1
2206,P082,0,19,C-3,0,exptl1
2207,P082,1,20,C-3,0,exptl1
2208,P082,2,21,C-3,0,exptl1
2209,P082,3,22,C-3,0,exptl1
2210,P082,4,23,C-3,0,exptl1
2211,P082,5,24,C-3,33,exptl1
2212,P082,6,25,C-3,41,exptl1
2213,P082,7,26,C-3,19,exptl1
2214,P082,8,27,C-3,6,exptl1
2215,P083,-8,1,B-1,8,exptl1
2216,P083,-7,2,B-1,13,exptl1
2217,P083,-6,3,B-1,24,exptl1
2218,P083,-5,4,B-1,20,exptl1
2219,P083,-4,5,B-1,27,exptl1
2220,P083,-3,6,B-1,33,exptl1
2221,P083,-2,7,B-1,31,exptl1
2222,P083,-1,8,B-1,23,exptl1
2223,P083,0,9,B-1,31,exptl1
2224,P083,8,10,A-2,13,exptl1
2225,P083,7,11,A-2,16,exptl1
2226,P083,6,12,A-2,21,exptl1
2227,P083,5,13,A-2,9,exptl1
2228,P083,4,14,A-2,18,exptl1
2229,P083,3,15,A-2,10,exptl1
2230,P083,2,16,A-2,0,exptl1
2231,P083,1,17,A-2,15,exptl1
2232,P083,0,18,A-2,11,exptl1
2233,P083,0,19,C-3,13,exptl1
2234,P083,1,20,C-3,27,exptl1
2235,P083,2,21,C-3,14,exptl1
2236,P083,3,22,C-3,3,exptl1
2237,P083,4,23,C-3,11,exptl1
2238,P083,5,24,C-3,5,exptl1
2239,P083,6,25,C-3,12,exptl1
2240,P083,7,26,C-3,1,exptl1
2241,P083,8,27,C-3,13,exptl1
2242,P084,-8,1,B-1,20,exptl1
2243,P084,-7,2,B-1,35,exptl1
2244,P084,-6,3,B-1,40,exptl1
2245,P084,-5,4,B-1,44,exptl1
2246,P084,-4,5,B-1,55,exptl1
2247,P084,-3,6,B-1,49,exptl1
2248,P084,-2,7,B-1,49,exptl1
2249,P084,-1,8,B-1,39,exptl1
2250,P084,0,9,B-1,51,exptl1
2251,P084,8,10,A-2,23,exptl1
2252,P084,7,11,A-2,17,exptl1
2253,P084,6,12,A-2,12,exptl1
2254,P084,5,13,A-2,14,exptl1
2255,P084,4,14,A-2,17,exptl1
2256,P084,3,15,A-2,0,exptl1
2257,P084,2,16,A-2,0,exptl1
2258,P084,1,17,A-2,18,exptl1
2259,P084,0,18,A-2,13,exptl1
2260,P084,0,19,C-3,0,exptl1
2261,P084,1,20,C-3,15,exptl1
2262,P084,2,21,C-3,0,exptl1
2263,P084,3,22,C-3,0,exptl1
2264,P084,4,23,C-3,0,exptl1
2265,P084,5,24,C-3,21,exptl1
2266,P084,6,25,C-3,0,exptl1
2267,P084,7,26,C-3,0,exptl1
2268,P084,8,27,C-3,3,exptl1
2269,P085,-8,1,B-1,22,exptl1
2270,P085,-7,2,B-1,33,exptl1
2271,P085,-6,3,B-1,43,exptl1
2272,P085,-5,4,B-1,46,exptl1
2273,P085,-4,5,B-1,40,exptl1
2274,P085,-3,6,B-1,46,exptl1
2275,P085,-2,7,B-1,45,exptl1
2276,P085,-1,8,B-1,52,exptl1
2277,P085,0,9,B-1,51,exptl1
2278,P085,8,10,A-2,16,exptl1
2279,P085,7,11,A-2,13,exptl1
2280,P085,6,12,A-2,19,exptl1
2281,P085,5,13,A-2,12,exptl1
2282,P085,4,14,A-2,18,exptl1
2283,P085,3,15,A-2,0,exptl1
2284,P085,2,16,A-2,25,exptl1
2285,P085,1,17,A-2,1,exptl1
2286,P085,0,18,A-2,25,exptl1
2287,P085,0,19,C-3,13,exptl1
2288,P085,1,20,C-3,0,exptl1
2289,P085,2,21,C-3,0,exptl1
2290,P085,3,22,C-3,0,exptl1
2291,P085,4,23,C-3,31,exptl1
2292,P085,5,24,C-3,0,exptl1
2293,P085,6,25,C-3,0,exptl1
2294,P085,7,26,C-3,0,exptl1
2295,P085,8,27,C-3,0,exptl1
2296,P086,-8,1,B-1,21,exptl1
2297,P086,-7,2,B-1,9,exptl1
2298,P086,-6,3,B-1,16,exptl1
2299,P086,-5,4,B-1,13,exptl1
2300,P086,-4,5,B-1,7,exptl1
2301,P086,-3,6,B-1,7,exptl1
2302,P086,-2,7,B-1,5,exptl1
2303,P086,-1,8,B-1,7,exptl1
2304,P086,0,9,B-1,9,exptl1
2305,P086,8,10,A-2,2,exptl1
2306,P086,7,11,A-2,11,exptl1
2307,P086,6,12,A-2,3,exptl1
2308,P086,5,13,A-2,0,exptl1
2309,P086,4,14,A-2,1,exptl1
2310,P086,3,15,A-2,15,exptl1
2311,P086,2,16,A-2,0,exptl1
2312,P086,1,17,A-2,0,exptl1
2313,P086,0,18,A-2,5,exptl1
2314,P086,0,19,C-3,2,exptl1
2315,P086,1,20,C-3,3,exptl1
2316,P086,2,21,C-3,0,exptl1
2317,P086,3,22,C-3,6,exptl1
2318,P086,4,23,C-3,34,exptl1
2319,P086,5,24,C-3,2,exptl1
2320,P086,6,25,C-3,0,exptl1
2321,P086,7,26,C-3,0,exptl1
2322,P086,8,27,C-3,1,exptl1
2323,P087,-8,1,B-1,10,exptl1
2324,P087,-7,2,B-1,28,exptl1
2325,P087,-6,3,B-1,39,exptl1
2326,P087,-5,4,B-1,25,exptl1
2327,P087,-4,5,B-1,42,exptl1
2328,P087,-3,6,B-1,44,exptl1
2329,P087,-2,7,B-1,45,exptl1
2330,P087,-1,8,B-1,49,exptl1
2331,P087,0,9,B-1,47,exptl1
2332,P087,8,10,A-2,32,exptl1
2333,P087,7,11,A-2,17,exptl1
2334,P087,6,12,A-2,19,exptl1
2335,P087,5,13,A-2,0,exptl1
2336,P087,4,14,A-2,17,exptl1
2337,P087,3,15,A-2,37,exptl1
2338,P087,2,16,A-2,19,exptl1
2339,P087,1,17,A-2,22,exptl1
